"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 21 14:17:52 GMT 2024","Thu Nov 21 14:17:56 GMT 2024","4758","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutRepositoryURLTest","User should not be able to create build type without a repository URL",""
"passed","Thu Nov 21 14:17:07 GMT 2024","Thu Nov 21 14:17:27 GMT 2024","19802","Surefire suite","Surefire test","com.example.teamcity.ui.RunBuildTypeTest","com.example.teamcity.ui.RunBuildTypeTest","userRunsBuildTypeTest","User should be able to run build",""
"passed","Thu Nov 21 14:17:27 GMT 2024","Thu Nov 21 14:17:37 GMT 2024","9926","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeFromRepositoryURLTest","User should be able to create build type from a repository URL",""
"passed","Thu Nov 21 14:17:38 GMT 2024","Thu Nov 21 14:17:45 GMT 2024","7542","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeManuallyTest","User should be able to create build type manually",""
"passed","Thu Nov 21 14:16:47 GMT 2024","Thu Nov 21 14:16:47 GMT 2024","1","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Thu Nov 21 14:17:45 GMT 2024","Thu Nov 21 14:17:51 GMT 2024","6220","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutNameAndIdTest","User should not be able to create build type without name and id",""
"passed","Thu Nov 21 14:16:07 GMT 2024","Thu Nov 21 14:16:47 GMT 2024","39473","Surefire suite","Surefire test","com.example.teamcity.ui.SearchTest","com.example.teamcity.ui.SearchTest","userSearchProjectByNameTest","User should be able to search project by name",""
"passed","Thu Nov 21 14:16:47 GMT 2024","Thu Nov 21 14:17:07 GMT 2024","19830","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesTest","User should be able to create project",""
"passed","Thu Nov 21 14:15:48 GMT 2024","Thu Nov 21 14:15:56 GMT 2024","7458","Surefire suite","Surefire test","com.example.teamcity.api.SetupAgentTest","com.example.teamcity.api.SetupAgentTest","setupAgentTest","setupAgentTest",""
