"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 21 16:40:03 GMT 2024","Thu Nov 21 16:40:08 GMT 2024","4150","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutRepositoryURLTest","User should not be able to create build type without a repository URL",""
"passed","Thu Nov 21 16:38:57 GMT 2024","Thu Nov 21 16:38:57 GMT 2024","1","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Thu Nov 21 16:38:57 GMT 2024","Thu Nov 21 16:39:17 GMT 2024","20260","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesTest","User should be able to create project",""
"passed","Thu Nov 21 16:39:49 GMT 2024","Thu Nov 21 16:39:57 GMT 2024","7450","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeManuallyTest","User should be able to create build type manually",""
"passed","Thu Nov 21 16:38:16 GMT 2024","Thu Nov 21 16:38:56 GMT 2024","39935","Surefire suite","Surefire test","com.example.teamcity.ui.SearchTest","com.example.teamcity.ui.SearchTest","userSearchProjectByNameTest","User should be able to search project by name",""
"passed","Thu Nov 21 16:37:57 GMT 2024","Thu Nov 21 16:38:05 GMT 2024","7228","Surefire suite","Surefire test","com.example.teamcity.api.SetupAgentTest","com.example.teamcity.api.SetupAgentTest","setupAgentTest","setupAgentTest",""
"passed","Thu Nov 21 16:39:57 GMT 2024","Thu Nov 21 16:40:03 GMT 2024","6402","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutNameAndIdTest","User should not be able to create build type without name and id",""
"passed","Thu Nov 21 16:39:17 GMT 2024","Thu Nov 21 16:39:37 GMT 2024","19798","Surefire suite","Surefire test","com.example.teamcity.ui.RunBuildTypeTest","com.example.teamcity.ui.RunBuildTypeTest","userRunsBuildTypeTest","User should be able to run build",""
"passed","Thu Nov 21 16:39:38 GMT 2024","Thu Nov 21 16:39:49 GMT 2024","11401","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeFromRepositoryURLTest","User should be able to create build type from a repository URL",""
